Q9C5K7	AT1G06640	ARATH|TAIR=locus|UniProtKB=Q9C5K7	ARATH|TAIR=AT1G06640|UniProtKB=Q9C5K7
Q9C6E4	AT1G35140	ARATH|TAIR=locus|UniProtKB=Q9C6E4	ARATH|TAIR=AT1G35140|UniProtKB=Q9C6E4
Q9C7P1	AT1G29600	ARATH|TAIR=locus|UniProtKB=Q9C7P1	ARATH|TAIR=AT1G29600|UniProtKB=Q9C7P1
Q9FE06	AT5G64260	ARATH|TAIR=locus|UniProtKB=Q9FE06	ARATH|TAIR=AT5G64260|UniProtKB=Q9FE06
Q9FFY3	AT5G13900	ARATH|TAIR=locus|UniProtKB=Q9FFY3	ARATH|TAIR=AT5G13900|UniProtKB=Q9FFY3
Q9FGL5	AT5G49660	ARATH|TAIR=locus|UniProtKB=Q9FGL5	ARATH|TAIR=AT5G49660|UniProtKB=Q9FGL5
Q9FGN6	AT5G51350	ARATH|TAIR=locus|UniProtKB=Q9FGN6	ARATH|TAIR=AT5G51350|UniProtKB=Q9FGN6
Q9FGQ5	AT5G67280	ARATH|TAIR=locus|UniProtKB=Q9FGQ5	ARATH|TAIR=AT5G67280|UniProtKB=Q9FGQ5
Q9FGT8	AT5G58070	ARATH|TAIR=locus|UniProtKB=Q9FGT8	ARATH|TAIR=AT5G58070|UniProtKB=Q9FGT8
Q9FHM8	AT5G51560	ARATH|TAIR=locus|UniProtKB=Q9FHM8	ARATH|TAIR=AT5G51560|UniProtKB=Q9FHM8
Q9FHT0	AT5G37350	ARATH|TAIR=locus|UniProtKB=Q9FHT0	ARATH|TAIR=AT5G37350|UniProtKB=Q9FHT0
Q9FIL1	AT5G59010	ARATH|TAIR=locus|UniProtKB=Q9FIL1	ARATH|TAIR=AT5G59010|UniProtKB=Q9FIL1
Q9FK63	AT5G45800	ARATH|TAIR=locus|UniProtKB=Q9FK63	ARATH|TAIR=AT5G45800|UniProtKB=Q9FK63
Q9FL88	AT5G39200	ARATH|TAIR=locus|UniProtKB=Q9FL88	ARATH|TAIR=AT5G39200|UniProtKB=Q9FL88
Q9FLL2	AT5G41180	ARATH|TAIR=locus|UniProtKB=Q9FLL2	ARATH|TAIR=AT5G41180|UniProtKB=Q9FLL2
Q9FLS8	AT5G61810	ARATH|TAIR=locus|UniProtKB=Q9FLS8	ARATH|TAIR=AT5G61810|UniProtKB=Q9FLS8
Q9FMI2	AT5G43020	ARATH|TAIR=locus|UniProtKB=Q9FMI2	ARATH|TAIR=AT5G43020|UniProtKB=Q9FMI2
Q9FN02	AT5G63870	ARATH|TAIR=locus|UniProtKB=Q9FN02	ARATH|TAIR=AT5G63870|UniProtKB=Q9FN02
Q9FNF6	AT5G24260	ARATH|TAIR=locus|UniProtKB=Q9FNF6	ARATH|TAIR=AT5G24260|UniProtKB=Q9FNF6
Q9FPE4	AT1G28660	ARATH|TAIR=locus|UniProtKB=Q9FPE4	ARATH|TAIR=AT1G28660|UniProtKB=Q9FPE4
Q9FPG2	AT1G76405	ARATH|TAIR=locus|UniProtKB=Q9FPG2	ARATH|TAIR=AT1G76405|UniProtKB=Q9FPG2
Q9FUJ1	AT5G21482	ARATH|TAIR=locus|UniProtKB=Q9FUJ1	ARATH|TAIR=AT5G21482|UniProtKB=Q9FUJ1
Q9FV71	AT5G22220	ARATH|TAIR=locus|UniProtKB=Q9FV71	ARATH|TAIR=AT5G22220|UniProtKB=Q9FV71
Q9FWR4	AT1G19570	ARATH|TAIR=locus|UniProtKB=Q9FWR4	ARATH|TAIR=AT1G19570|UniProtKB=Q9FWR4
Q9FXK1	AT1G24807	ARATH|TAIR=locus|UniProtKB=Q9FXK1	ARATH|TAIR=AT1G24807|UniProtKB=Q9FXK1
Q9FZI7	AT1G27490	ARATH|TAIR=locus|UniProtKB=Q9FZI7	ARATH|TAIR=AT1G27490|UniProtKB=Q9FZI7
Q9LDS0	AT3G13030	ARATH|TAIR=locus|UniProtKB=Q9LDS0	ARATH|TAIR=AT3G13030|UniProtKB=Q9LDS0
Q9LH79	AT3G14770	ARATH|TAIR=locus|UniProtKB=Q9LH79	ARATH|TAIR=AT3G14770|UniProtKB=Q9LH79
Q9LI84	AT3G25600	ARATH|TAIR=locus|UniProtKB=Q9LI84	ARATH|TAIR=AT3G25600|UniProtKB=Q9LI84
Q9LIR3	AT3G23950	ARATH|TAIR=locus|UniProtKB=Q9LIR3	ARATH|TAIR=AT3G23950|UniProtKB=Q9LIR3
Q9LM93	AT1G20575	ARATH|TAIR=locus|UniProtKB=Q9LM93	ARATH|TAIR=AT1G20575|UniProtKB=Q9LM93
Q9LMI1	AT1G06380	ARATH|TAIR=locus|UniProtKB=Q9LMI1	ARATH|TAIR=AT1G06380|UniProtKB=Q9LMI1
Q9LNK3	AT1G34420	ARATH|TAIR=locus|UniProtKB=Q9LNK3	ARATH|TAIR=AT1G34420|UniProtKB=Q9LNK3
Q9LPZ4	AT1G11400	ARATH|TAIR=locus|UniProtKB=Q9LPZ4	ARATH|TAIR=AT1G11400|UniProtKB=Q9LPZ4
Q9LQ25	AT1G33720	ARATH|TAIR=locus|UniProtKB=Q9LQ25	ARATH|TAIR=AT1G33720|UniProtKB=Q9LQ25
Q9LRS5	AT3G28100	ARATH|TAIR=locus|UniProtKB=Q9LRS5	ARATH|TAIR=AT3G28100|UniProtKB=Q9LRS5
Q9LSQ6	AT5G54490	ARATH|TAIR=locus|UniProtKB=Q9LSQ6	ARATH|TAIR=AT5G54490|UniProtKB=Q9LSQ6
Q9LSV0	AT3G25530	ARATH|TAIR=locus|UniProtKB=Q9LSV0	ARATH|TAIR=AT3G25530|UniProtKB=Q9LSV0
Q9LTX3	AT5G49970	ARATH|TAIR=locus|UniProtKB=Q9LTX3	ARATH|TAIR=AT5G49970|UniProtKB=Q9LTX3
Q9LUY6	AT5G58750	ARATH|TAIR=locus|UniProtKB=Q9LUY6	ARATH|TAIR=AT5G58750|UniProtKB=Q9LUY6
Q9LV19	AT3G18210	ARATH|TAIR=locus|UniProtKB=Q9LV19	ARATH|TAIR=AT3G18210|UniProtKB=Q9LV19
Q9LV58	AT3G24500	ARATH|TAIR=locus|UniProtKB=Q9LV58	ARATH|TAIR=AT3G24500|UniProtKB=Q9LV58
Q9LVM5	AT5G58220	ARATH|TAIR=locus|UniProtKB=Q9LVM5	ARATH|TAIR=AT5G58220|UniProtKB=Q9LVM5
Q9LW83	AT3G16030	ARATH|TAIR=locus|UniProtKB=Q9LW83	ARATH|TAIR=AT3G16030|UniProtKB=Q9LW83
Q9M0B2	AT4G30480	ARATH|TAIR=locus|UniProtKB=Q9M0B2	ARATH|TAIR=AT4G30480|UniProtKB=Q9M0B2
Q9M0D8	AT4G29450	ARATH|TAIR=locus|UniProtKB=Q9M0D8	ARATH|TAIR=AT4G29450|UniProtKB=Q9M0D8
Q9M157	AT4G01060	ARATH|TAIR=locus|UniProtKB=Q9M157	ARATH|TAIR=AT4G01060|UniProtKB=Q9M157
Q9M1S3	AT3G54770	ARATH|TAIR=locus|UniProtKB=Q9M1S3	ARATH|TAIR=AT3G54770|UniProtKB=Q9M1S3
Q9M2P7	AT3G58010	ARATH|TAIR=locus|UniProtKB=Q9M2P7	ARATH|TAIR=AT3G58010|UniProtKB=Q9M2P7
Q9M5K2	AT3G17240	ARATH|TAIR=locus|UniProtKB=Q9M5K2	ARATH|TAIR=AT3G17240|UniProtKB=Q9M5K2
Q9M5K3	AT1G48030	ARATH|TAIR=locus|UniProtKB=Q9M5K3	ARATH|TAIR=AT1G48030|UniProtKB=Q9M5K3
Q9M884	AT3G02570	ARATH|TAIR=locus|UniProtKB=Q9M884	ARATH|TAIR=AT3G02570|UniProtKB=Q9M884
Q9M9Q6	AT1G15000	ARATH|TAIR=locus|UniProtKB=Q9M9Q6	ARATH|TAIR=AT1G15000|UniProtKB=Q9M9Q6
Q9S7N7	AT1G55670	ARATH|TAIR=locus|UniProtKB=Q9S7N7	ARATH|TAIR=AT1G55670|UniProtKB=Q9S7N7
Q9SB67	AT4G24715	ARATH|TAIR=locus|UniProtKB=Q9SB67	ARATH|TAIR=AT4G24715|UniProtKB=Q9SB67
Q9SCS2	AT3G50530	ARATH|TAIR=locus|UniProtKB=Q9SCS2	ARATH|TAIR=AT3G50530|UniProtKB=Q9SCS2
Q9SEI4	AT5G58290	ARATH|TAIR=locus|UniProtKB=Q9SEI4	ARATH|TAIR=AT5G58290|UniProtKB=Q9SEI4
Q9SEU4	AT1G55310	ARATH|TAIR=locus|UniProtKB=Q9SEU4	ARATH|TAIR=AT1G55310|UniProtKB=Q9SEU4
Q9SFC6	AT3G07880	ARATH|TAIR=locus|UniProtKB=Q9SFC6	ARATH|TAIR=AT3G07880|UniProtKB=Q9SFC6
Q9SG12	AT3G49370	ARATH|TAIR=locus|UniProtKB=Q9SG12	ARATH|TAIR=AT3G49370|UniProtKB=Q9SG12
Q9SJ02	AT2G21970	ARATH|TAIR=locus|UniProtKB=Q9SJ02	ARATH|TAIR=AT2G21970|UniProtKB=Q9SJ02
Q9SJU9	AT2G21280	ARATH|TAIR=locus|UniProtKB=Q9SJU9	ARATH|TAIR=AT2G21280|UniProtKB=Q9SJU9
Q9SKP9	AT2G21140	ARATH|TAIR=locus|UniProtKB=Q9SKP9	ARATH|TAIR=AT2G21140|UniProtKB=Q9SKP9
Q9SLD0	AT2G42290	ARATH|TAIR=locus|UniProtKB=Q9SLD0	ARATH|TAIR=AT2G42290|UniProtKB=Q9SLD0
Q9SMX4	AT2G34520	ARATH|TAIR=locus|UniProtKB=Q9SMX4	ARATH|TAIR=AT2G34520|UniProtKB=Q9SMX4
Q9SN98	AT3G46390	ARATH|TAIR=locus|UniProtKB=Q9SN98	ARATH|TAIR=AT3G46390|UniProtKB=Q9SN98
Q9SRL2	AT3G11010	ARATH|TAIR=locus|UniProtKB=Q9SRL2	ARATH|TAIR=AT3G11010|UniProtKB=Q9SRL2
Q9STX5	AT4G24190	ARATH|TAIR=locus|UniProtKB=Q9STX5	ARATH|TAIR=AT4G24190|UniProtKB=Q9STX5
Q9STY4	AT3G47390	ARATH|TAIR=locus|UniProtKB=Q9STY4	ARATH|TAIR=AT3G47390|UniProtKB=Q9STY4
Q9SUS9	AT4G11320	ARATH|TAIR=locus|UniProtKB=Q9SUS9	ARATH|TAIR=AT4G11320|UniProtKB=Q9SUS9
Q9SW57	AT4G34770	ARATH|TAIR=locus|UniProtKB=Q9SW57	ARATH|TAIR=AT4G34770|UniProtKB=Q9SW57
Q9SX29	AT1G68660	ARATH|TAIR=locus|UniProtKB=Q9SX29	ARATH|TAIR=AT1G68660|UniProtKB=Q9SX29
Q9SXY1	AT5G64630	ARATH|TAIR=locus|UniProtKB=Q9SXY1	ARATH|TAIR=AT5G64630|UniProtKB=Q9SXY1
Q9SYJ8	AT1G05577	ARATH|TAIR=locus|UniProtKB=Q9SYJ8	ARATH|TAIR=AT1G05577|UniProtKB=Q9SYJ8
Q9ZNT0	AT2G27600	ARATH|TAIR=locus|UniProtKB=Q9ZNT0	ARATH|TAIR=AT2G27600|UniProtKB=Q9ZNT0
Q9ZPY1	AT2G46580	ARATH|TAIR=locus|UniProtKB=Q9ZPY1	ARATH|TAIR=AT2G46580|UniProtKB=Q9ZPY1
Q9ZQ12	AT2G06200	ARATH|TAIR=locus|UniProtKB=Q9ZQ12	ARATH|TAIR=AT2G06200|UniProtKB=Q9ZQ12
Q9ZQ80	AT2G03440	ARATH|TAIR=locus|UniProtKB=Q9ZQ80	ARATH|TAIR=AT2G03440|UniProtKB=Q9ZQ80
Q9ZUZ2	AT2G46700	ARATH|TAIR=locus|UniProtKB=Q9ZUZ2	ARATH|TAIR=AT2G46700|UniProtKB=Q9ZUZ2
